token,frequency
biixtiyarə,1
"arxına,",1
"ürəkdir,",1
axarına,1
Kinayə,1
"söylədin,",1
məddah,1
Qəzəl,1
mədhxan,1
"təbini,",1
"yazmaqda,",1
şeirdə,1
etməmiş,1
yazmaqda,1
Birindən,1
üslubu,1
səpki,1
"təhqiq,",1
"zöhd,",1
"vəzndən,",1
Bununla,1
"Mahmuddən,",1
Hesabsız,1
ərməğan,1
Beş-on,1
beytə,1
almışdı,1
Alındıqda,1
"Hindistan,",1
"qaşıq,",1
"qab-qacaq,",1
Gümüşdən,1
"nakəslərə,",1
"Yazardı,",1
namərdlərin,1
"sümük,",1
Sorardı,1
"alçaqların,",1
öpərdi,1
Ağızda,1
Qılıncdan,1
"iti,",1
səf,1
"yaran,",1
"nizəsi,",1
Döyüşdə,1
"nəzmi,",1
nəsri,1
çatardı,1
Deyildi,1
nəzmiydi,1
"pərvin,",1
nəsriydi,1
"nəş,",1
Olammazdı,1
şəmsi-cahan,1
"şarehdi,",1
"Söhban,",1
yarəb,1
süslənər,1
aşiqiydi,1
"malımı,",1
olduqda,1
Alıb,1
şadman,1
yüksəlsə,1
"Vara,",1
sərvətə,1
"yetən,",1
varlanan,1
"tutardım,",1
Zənnim,1
"yoruldum,",1
"axtarıb,",1
macəra,1
"qaçmışdır,",1
zənnimdə,1
"suymuş,",1
"hopdu,",1
"uçdu,",1
həndəvərdə,1
"yorğun,",1
ürəkdən?,1
"Ayə,",1
"Məclisləri,",1
məhzərləri,1
döndərirəm,1
"gülşənə,",1
köçəriyə,1
şəhərliyə,1
"Nəzmim,",1
nəsrim,1
yadımdan,1
"qoparaq,",1
Ölkəni,1
dilinə.,1
"salxımıdır,",1
"əlimlə,",1
"Sıxılıb,",1
dənə.,1
Haramzadə,1
zındıqların,1
şərrindən,1
"doğmasaydı,",1
salardımı?,1
Sözlərimə,1
"qatsam,",1
"izzət,",1
qazandırar.,1
Qələmim,1
"qoşaağızlı,",1
"qılıncıdır,",1
Saidətül-Qeysin,1
naib,1
"mərcan,",1
qüdrətilə,1
yaradan!,1
dərdlilərin,1
harayına,1
"yetişən,",1
sağaldıcı,1
qəmzəsilə,1
"quşunun,",1
Kölgəsində,1
bəsləmişdir,1
Qəbuluna,1
"idrakın,",1
Qarşısında,1
iman.,1
"məhəbbətin,",1
cövrü-cəfan,1
Sədaqətli,1
törənməsin,1
Qaşqabaqlı,1
dolaşarkən,1
"vəsldir,",1
incitməmiş,1
biyaban.,1
"ruhu,",1
Əbdülqəffar,1
fazillərin,1
məqsədinin,1
durmayaraq,1
sədrdir,1
"varlığıyla,",1
Afərinə,1
"yaşayış,",1
gətirərəm,1
"yadıma,",1
edərsəm,1
əllərimdən,1
"saçandır,",1
Bülbüllərdən,1
Barbəd,1
əyləşib,1
"tərəfdə,",1
Bahardakı,1
qoşurlar,1
Ağacların,1
çiçəkləri,1
töküldükcə,1
"budaqdan,",1
Lalədəki,1
Keyvan.,1
nərgizlərə,1
"yetirsən,",1
çatmayır,1
müjgan.,1
geyindiyi,1
Ətəyinə,1
haşiyələr,1
vurulmuşdur,1
qızıldan.,1
"Göyərtiyə,",1
"bənövşəyə,",1
boyanmışdır,1
"zamanıdır,",1
zamandır,1
dolduraraq,1
Cananımın,1
sərkərdənin,1
mədh-tərif,1
ünvanıdır,1
"Əbdülqəffar,",1
dövlətlərə,1
"Kamalının,",1
Ortalıqdan,1
yaramazlıq,1
nərdi,1
qatlı,1
Qabaqca,1
bağışlayır,1
kəraməti,1
müşkülü,1
Yəqubsifət,1
munisi,1
"tənha,",1
Atdılarsa,1
nagəhan.,1
"""Əlif""",1
"""sıfır""",1
yalqız,1
"kimiyəm,",1
cılız,1
üryan.,1
fəzilətim,1
görmür,1
açdığım,1
dükan.,1
yaranmışdır,1
tufan!,1
almışdır,1
"rəngini,",1
əllərilə,1
eyvan.,1
Arranlı,1
namussuzun,1
axmaqlığı,1
"üzündən,",1
viran.,1
Əfsanəçi,1
şirvanlı,1
ümman...,1
Birincisi,1
"zəhərlidir,",1
"zəhərli,",1
İkincisi,1
siçan.,1
pusuram,1
birisini,1
"xəlvəti,",1
İkincini,1
izləyirəm,1
düşüncədə,1
"oxşamaz,",1
"oxşamadım,",1
oxşamaram,1
"çatanadək,",1
qopanadək,1
sifətində,1
"qalacaqdır,",1
"Siz,",1
"duaları,",1
qalmısınız,1
hayanda?,1
Sizdən,1
güman.,1
Kərəmindən,1
arxalan!,1
işıqsız,1
"gözlərindən,",1
Qaçmaq,1
daldalan.,1
"Əbdülqəffarın,",1
Sayəsində,1
divlərdən,1
Dünyadakı,1
"Rizvanı,",1
lisan.,1
"dənizləri,",1
"Ümman,",1
"çayı,",1
Dağlardansa,1
"Cudi,",1
"Həri,",1
Qafü,1
"Səhlan,",1
"səxavətin,",1
təvazönün,1
səkkizin,1
darıdan.,1
İltifatı,1
Qəhri,1
eyləyər,1
"halqası,",1
Geyinmişdir,1
"ürəklisən,",1
Xasiyyətdə,1
"Məhəmmədsən,",1
ehsanda,1
şahi-Mərdan.,1
Tərif,1
"kamalı,",1
Bəndəniz,1
"Ütariddir,",1
Həssan.,1
Hüzuruna,1
"bükük,",1
peyman.,1
Məhəmmədəl-Mustafanın,1
"qapısında,",1
Ənəslə,1
Gecikdirmiş,1
"mədhini,",1
"incimə,",1
Dikbaşlıqdan,1
Möcüzən,1
"xislətin,",1
"xislətidir,",1
qoyan.,1
Ənbiyanın,1
Nəbilərin,1
"əfzəlidir,",1
Yaratmaqla,1
"heyvanatı,",1
"cəmadı,",1
"nəbatatı,",1
pillədən,1
yarandığı,1
kitabdan,1
Əvvəlində,1
hərtərəfli,1
fikirləşən,1
Müşkül,1
bitər,1
tağlardan.,1
xordad,1
"ağacın,",1
Meyvəsini,1
aban,1
yığışdırar,1
bağban.,1
Ərsin,1
"qazançaya,",1
"qarışdırarlar,",1
qazandan.,1
"şahların,",1
"Xəncərini,",1
qəhrəman!,1
pələnginin,1
"bağırtısı,",1
"nərəsi,",1
igidlərin,1
qulluğunda,1
üsyan.,1
üsyankar,1
şahından,1
Nuşirəvandan.,1
Qubad,1
"tapdalatdı,",1
"Cəbrayılsan,",1
"çoxları,",1
Pisliyini,1
danışanla,1
şərikdir,1
şeytan.,1
çörəyini,1
"bədxahların,",1
Yaxşılığı,1
"unudaraq,",1
olublar,1
çoxdan.,1
süfrənə,1
qoysan,1
damlasıdır,1
"çörəyin,",1
misalıdır,1
fikirli,1
qətrələri,1
yetişərsə,1
"sədəfə,",1
olacaqdır,1
bigüman.,1
ilanın,1
"ağzına,",1
Canlıları,1
İmansızlıq,1
mərəziylə,1
"nankorun,",1
bəlasıdır,1
sərsərilik,1
nisyan.,1
"dinləməsən,",1
"qızdırma,",1
böhran.,1
cahü,1
cəlalına,1
əliaçıq,1
acizlərin,1
səhman.,1
"əmri,",1
"yədi-beyzası,",1
möcüzündən,1
ilan.,1
seçdim,1
"ürəklə,",1
ordunu,1
Sözündəki,1
"duyurkən,",1
Ricam,1
"bəhrinə,",1
sözünlə,1
Mərhəmətsiz,1
çəngəlindən,1
məhrumam,1
"əsrdə,",1
saraldıb,1
soldurmuşdur,1
"şaxta,",1
"qar,",1
boran.,1
xərabəyə,1
"şairə,",1
Fəzillərin,1
"tərifinə,",1
təqazan.,1
"qapında,",1
Şairlikdən,1
"olanla,",1
Müqayisə,1
Yedirtsən,1
"uzunu,",1
ağzından.,1
yönsüz,1
təsnif,1
qoşub,1
təsnifdən,1
"iftira,",1
böhtan.,1
Demişdir,1
eşqbazlıq,1
etdiyindən,1
"filankəs,",1
kəsdirmişəm...,1
saymış,1
"filan,",1
behman..,1
uydurduğu,1
"sözdən,",1
Xəcil,1
lənətlərə,1
qalar,1
"yerli-yerində,",1
axtardı,1
nadan.,1
Maraqlıdır,1
keşişlə,1
"ülfət,",1
Möbid,1
şəriəti,1
büman.,1
"Əmmaməsi,",1
"məzmunu,",1
Hikmətindən,1
"xəbərsizdir,",1
Yunandan.,1
Görməmişdir,1
savaddan,1
"kasıbdır,",1
axmaqlıqla,1
qazanmışdır,1
"lənətdən,",1
böyütsə,1
peşiman.,1
Təlxəkliyi,1
"unutmuşsa,",1
"Məkr,",1
peyğəmbəri,1
atır,1
nadürüst,1
yaramaza,1
Müridinə,1
Məəttələm,1
indiyəcən,1
"itə,",1
qəzəbini,1
göstərməmiş,1
Yaradan!,1
"Əzabından,",1
asudədir,1
"verilsə,",1
çıxarsa,1
Eşitdikcə,1
qəsidəni,1
"qananlar,",1
Oxuyunca,1
Bilərlər,1
sayəndə,1
Cəlalını,1
"şərəf,",1
mənsə,1
mizan.,1
Göyərçintək,1
"mövsümündə,",1
yetişəsən,1
"bayramdan,",1
bahardan.,1
"iradən,",1
batsın,1
ayağından.,1
"bağlanandan,",1
gecə—,1
Salar,1
halqasına,1
halqanı.,1
yetişərsən,1
"vəslimə,",1
Məmnun,1
peymanı.,1
əhdinə?,1
fələyinsə,1
"aləmə,",1
"Mədainə,",1
nalan.,1
"qan-yaş,",1
süzməkdə,1
yanağından.,1
Bax!,1
"köpüklənmiş,",1
uçqundur,1
doğmuş,1
ahından.,1
Dəclənin,1
"yanmışdır,",1
"eşidibsənmi,",1
büryan?,1
Dəryaya,1
Qopsa,1
qəlbindən,1
Tən,1
donar,1
"Dəclə,",1
vulkan.,1
Zəncirə,1
"qıvrılmış,",1
Başlar,1
öyüdə,1
"qəsrin,",1
tarixini,1
dəndan.,1
Bayquşların,1
ağrır,1
gülabı,1
dərdimizə,1
"bayquş,",1
"növhə,",1
İzlər,1
"buna,",1
"sarayıykən,",1
Zalimlər,1
"qəsrə,",1
Sarsıtdı,1
əflaka,1
"eyvanı,",1
Göylərdəki,1
qüvvətmi,1
viran?,1
"güldün,",1
soruşdun:,1
matəmdir?,1
gülməlidir,1
ağlamayan,1
Mədainin,1
qarisindən,1
"kəmdir,",1
hücrəsi,1
tutular,1
Mədaini,1
Təndir,1
"qəlbinlə,",1
tufan.,1
"üzlər,",1
Saldıqları,1
nigarıstan.,1
nökər,1
"illərlə,",1
qəsrə,1
qulam,1
Türküstan,1
şirinə,1
"həmlə,",1
Cürətlə,1
yonmuşlar,1
daşdan.,1
"əyyamdır,",1
"dərgah,",1
meydan.,1
Söylər:,1
torpaqsan.,1
Atdan,1
sürt,1
"torpağına,",1
"şahanə,",1
Neman.,1
filləri,1
dövran?,1
Təqdirə,1
fili,1
Şahmatda,1
sərgərdan!,1
Nuşirəvanın,1
qafa,1
"tasında,",1
"İçmiş,",1
ətşan.,1
Tacında,1
vardısa,1
"nəsihətlər,",1
beynində,1
pünhan.,1
"tərxunu,",1
"unudulmuşlar,",1
Düzmüşdü,1
tərxun,1
"Pərviz,",1
"bəzənib,",1
səbzəli,1
"""Kəmtərəku""",1
əlan.,1
Soruşdun:,1
getmişlər,1
şahlar?,1
hamilədir,1
doğacaq,1
"əslən,",1
doğmaz,1
cəsədindəndir,1
dehqan.,1
Udmuş,1
zalimləri,1
doymaz,1
acgöz,1
udmaqdan.,1
Körpə,1
ənnik,1
döşü,1
"kaftar,",1
biiman.,1
umsa,1
Dərvişdən,1
"ruzi,",1
belədir:,1
"şəhərə,",1
Mədaindən,1
bəzənə,1
Cəmrə,1
"gilindəndir,",1
iç!,1
keçəsən,1
ətşan,1
Şətt,1
kənarından.,1
"səfərdən,",1
ərməğanın,1
"yaratmışdır,",1
dizim,1
şagirdəm,1
öyrəndim,1
əlifbanı.,1
dizdən,1
"məktəb,",1
əzbərçi.,1
"nisan,",1
Dizim,1
məktəbdir,1
qurmuş.,1
Gəmim,1
"topuqdandır,",1
Dizinə,1
Qopub,1
"yandan,",1
sarsılmaz,1
Dizi,1
"mərdə,",1
"namərdə,",1
Xızrını,1
ətəkdən,1
xatırladar,1
"Xızrı,",1
möcüzədə,1
Musanı*.,1
təlqininin,1
"yozum,",1
təlimi,1
cəhalət,1
öyrəndiyim,1
məktəbdə,1
"""sükut""",1
sükutdur,1
dərsdə,1
bərbətə,1
Qalarkən,1
-verdi,1
potasında,1
hiyləsi,1
üsyanı.,1
"şeylər,",1
yazarsam,1
"cüzünü,",1
Səmanı,1
dəryanı.,1
"""əbcəd""",1
"təcridi,",1
çöhrəmə,1
xətlə,1
qanı*.,1
yoxluqdan,1
"""əbcəd""i",1
varlığa,1
müəmmamı.,1
Görüncə,1
bilməməkdir,1
məktəbin,1
yaddaşımda,1
irfanı.,1
"ustaddır,",1
nadanı.,1
"təəccübdən,",1
heyranı.,1
"məktəbdə,",1
"""əbcəd""dəyəm",1
müəmmalı,1
arxasındadır,1
hoqqabaz,1
əməliylə,1
Oyun,1
meydanı*.,1
"bitmiş,",1
yəqindir,1
"batcaq,",1
"təbimdən,",1
"heyrətdə,",1
deyirkən,1
tabutu,1
zindanımı*.,1
Firondan,1
əqlim,1
qaçmaqda,1
Musanı.,1
"yüksəlsin,",1
səflərdə,1
Qolundan,1
Bəhrəsiz,1
"başdan,",1
şadəm,1
dolubdur,1
mürtədliyə,1
"üzrə,",1
Açıldı,1
kəsdim,1
gizli.,1
məzarını,1
"islatdım,",1
ayələrini.,1
Şəhidin,1
Dolar,1
"daxildə,",1
ətri-rizvanı.,1
Yoxumdur,1
qorxu:,1
kaftarı,1
"söksün,",1
məhtabın,1
nigahbanı.,1
nəfsin,1
məzarında,1
"bitmişsə,",1
"zahirdədir,",1
batinə,1
gülüstanı.,1
"hümmətim,",1
"rindəm,",1
"şahənşah,",1
Minib,1
yatırmışdır,1
İsanı*.,1
dərvişdəki,1
sahmanı.,1
Süleymana,1
bərabərdir,1
"""rəbbi",1
"həbli""",1
təbilinin,1
titrər,1
eyvanı*.,1
Cahanla,1
bütdür,1
zəncirli,1
İskəndərsifət,1
"rzadır,",1
qonağı*.,1
Xəzinədarı,1
keşikçi,1
"tövfiq,",1
Əsiri,1
"amal,",1
"çərxi,",1
keyhanı*.,1
hind,1
çibalı,1
zülmlə,1
tağut,1
"sarayını,",1
xaqanı,1
düzmüş,1
taca,1
mərcanı*.,1
ocağında,1
odundur,1
çibalının,1
"tacını*,",1
çapmaq,1
Kösü,1
amal,1
əqlin,1
çovqanı*.,1
göz-göz,1
pətəklər,1
Eşikdən,1
"sadədirsə,",1
Hörümçəklər,1
tül,1
pərdəyə,1
"İçində,",1
"halbuki,",1
əti.,1
"pullu,",1
"bomboş,",1
İradə,1
"şahının,",1
öpəm,1
"ayağından,",1
Salındı,1
"əyləşdim,",1
"nemət,",1
Qidamdır,1
üzümdür,1
qabı.,1
"içmişdir,",1
abuhəyatı.,1
mənzili,1
şirnisini,1
dadmış,1
bəyənməz,1
halvanı.,1
"bayramında,",1
könüldür,1
fəqirliyə,1
"dünyana,",1
yurda,1
dikə,1
sultanı?,1
mehtərləri,1
atından,1
saldılar,1
"nəfsi,",1
səhranı.,1
kəndlidə,1
təndirdə,1
"arpadan,",1
dərbanı!,1
Qoşulsa,1
cahilə,1
"kamalından,",1
çalar,1
eşşəklə,1
Xəsis,1
süfrəsindən,1
qovar,1
"itdən,",1
əməlinə,1
dişdən,1
dişlə,1
keşniş,1
"xırdaları,",1
Dağarcıqda,1
kəpəkdir,1
İsanı!,1
"ölmüş,",1
meyit,1
"hardan,",1
Taparsan,1
su?,1
Tutub,1
çirkab,1
Təyəmmüm,1
Şəhidlər,1
bərrü,1
biyabanı.,1
bəsləyənlər,1
Kəsifdir,1
"batini,",1
dibanı.,1
Ağan,1
"bayram,",1
ölsə,1
yeməz,1
itlərlə,1
"müflis,",1
bilsəydim:,1
Yeyib-içsən,1
reyhanı.,1
Əmirə,1
"sərvətdir,",1
həmkasə,1
şərəf-şanı.,1
Ölər,1
ilbiz,1
"çanağında,",1
"qılafından,",1
soyun,1
rəxti-əlvanı!,1
Süleymanam,1
divləri,1
"Qov,",1
qulunu!*,1
amir,1
zindanı.,1
Xoşa,1
qayıtsın,1
"qürbətdən,",1
Otursun,1
qəsrdə,1
unutsun,1
yarü-əvanı.,1
tərəzisində,1
Sığınmaz,1
mizanı.,1
mənzil,1
Mizan,1
"Nahidindir,",1
Mizanda,1
Keyvanı*.,1
Ayaq,1
"mərdlərin,",1
sirri?*,1
"vurğun,",1
dərvişlə,1
dərvişlər,1
səfində,1
tacından,1
astanası.,1
"Əhmədi-Mürsəl,",1
"vəl-qələm""",1
səbt,1
fərmanı*.,1
"dərvişsən,",1
xələtlə,1
üryanı.,1
meynə,1
doldurar,1
zərlə,1
Əvəz,1
"qarşısında,",1
riyadır,1
"dirhəmi,",1
borclu,1
yaradanı.,1
Bacarmaz,1
"pislər,",1
günahkardır,1
"xilqət,",1
"umarlarmı,",1
imkanı?,1
"sancar,",1
vəhy.,1
"Bacarsan,",1
şeytanı.,1
xirqəsində,1
tikilişlərdə,1
anlar,1
"""lövhü-məhfuz""u",1
açanlar,1
müəmmanı*.,1
"azadıq,",1
olanlarda,1
nöqsanı.,1
Atarsa,1
ayında,1
"əncir,",1
qarşılar,1
payızı*.,1
Fəlakətsiz,1
"dövranda,",1
Xərçəngi*.,1
Düşünsən,1
"iqbal,",1
Səadətdir,1
"gücsüzün,",1
Çəkər,1
"zəiflikdən,",1
oxunu.,1
Boğar,1
zalımları,1
Əlac,1
axtar,1
"təqdirinə,",1
Düşübsə,1
yıxar,1
ərşi.,1
Salıbsan,1
Bijəni,1
həbsə,1
"Əfrasiyab,",1
yatma!,1
qılıncı*.,1
Yatarsan,1
yatmamış,1
Pilə,1
sazlar,1
Edibsən,1
"pislik,",1
"""əl-əfv""",1
"""əfv-əfv""",1
nəyindən,1
peşimanı.,1
"Qocalmışsan,",1
sən;,1
Doğulduqda,1
bağlamış,1
"Onu,",1
Kav,1
mahinin,1
"qəsri,",1
əsası*.,1
südünü,1
"əmdin,",1
əmər,1
süddəndir,1
sinəsini.,1
Cavanlar,1
meynəlikdən,1
qaytarıb,1
zalımların,1
qanaxan,1
İçi,1
"qəbristan,",1
eşikdə,1
"hərəmdirsə,",1
Məlikşahdır,1
"fələkdirsə,",1
ulduzdur,1
Qədərxanı*.,1
Qədərxan,1
Xorasanı.,1
"""od-su""",1
İsfahanı*.,1
Vurarkən,1
Gurxan,1
Gurxana,1
şəbistanı*.,1
ustadını,1
saymaz,1
"hicrandır,",1
dürrsən,1
candır!,1
Üzükdə,1
Süleymandır.,1
qaniçəntək,1
tanındığın,1
peşmandır.,1
"Görərsən,",1
evlər,1
ümidə,1
"ehtiyac,",1
Vüsaldan,1
öldürəcək,1
"vəsl,",1
hicrandır!,1
ovuc,1
"əbləh,",1
xəbərsiz-,1
Özlərini,1
tutarlar,1
hədər.,1
"ulduzam,",1
"bürüyüb,",1
aydırlar,1
çıxmamış,1
sönər.,1
surumu,1
"çaldım,",1
"Baxmayın,",1
kəfəndən,1
çıxmamışlarsa,1
ilhamımın,1
nemətindən,1
"bəhrələnərlər,",1
Zül-Yəzən,1
"olmayıblar,",1
Çarəsizlikdən,1
təlxək,1
vıyıldayar.,1
Lovğalansınlar,1
Təbiətləri,1
yetişdirməz.,1
Qapaqsız,1
ləyənə,1
bənzəyərlər,1
"çalxansalar,",1
Ağzıyırtıqlar,1
üfunət,1
Hiyləgərlikdə,1
fırıldaqçı,1
Dimnə,1
göstərməyib.,1
zahirləri,1
divardan,1
"fərqlənməzsə,",1
divarlar,1
gürzələrdir.,1
xilqətin,1
"çirkabıdır,",1
"tortası,",1
şərlərə,1
"acgözlük,",1
paxıllıqdır,1
hünər;,1
dibsiz,1
İp,1
"qırılmış,",1
"sınmış,",1
"vəliəhdiyik,",1
İblisdən,1
Viranədə,1
yeyər.,1
Dağların,1
qülləsində,1
Töhmət,1
Brəhməndirmi,1
Lovğalıqla,1
hamımız,1
zındıqlar,1
törədərlər.,1
vaxtsız,1
"xoruzdur,",1
"öldürər,",1
söndürər.,1
Onlarda,1
Təfriqə,1
dərbədər,1
"Kölgəsiz,",1
meyvəsiz,1
qovaq,1
"düşmənlərim,",1
"Hikmətim,",1
bəhər,1
Rəxşini,1
"minib,",1
hiylədən,1
"sazlayarlar,",1
İsfəndiyara,1
yetər?,1
Firon,1
"məndəki,",1
görməkdə,1
fərq.,1
haqları,1
pıspısa,1
"anlayır,",1
bürüyər?,1
Zəli,1
batlağa,1
sığınmağa,1
"ediblər,",1
cummaq,1
yesinlər,1
partlayana,1
"süfrədən,",1
şəhdü,1
verərmi?,1
sözümdən,1
sözlərdən,1
"çəməndə,",1
"ruhlardır,",1
enər.,1
Culfaya,1
nisbətim,1
fikrim,1
Əyninə,1
eni-arğacı,1
Gövhərim,1
"nəccardır,",1
"övladına,",1
Tişəsi,1
gəzdirər.,1
"hoqqabazlıqdır,",1
İmtahan,1
"səpdim,",1
Həriflər,1
"dondu,",1
neştər,1
"arvadı,",1
inad,1
"həmzaman,",1
həməsri,1
Həməsrlər,1
başqa-başqa,1
fitrətə,1
",",1
dərd-sər,1
verməyə,1
"bəzəyərkən,",1
çiçəkləndi,1
çəmən.,1
ölkələrin,1
Fitvan,1
"nurlandı,",1
sevdanla,1
varlandı.,1
pərdələndi,1
"fələklər,",1
gicəlləndirməsinlər.,1
riştəsini,1
"qırsan,",1
dağıdarsan.,1
həlqəsi,1
itsə,1
üzüyü,1
"açır,",1
Qədəmlərin,1
möhtərəmdir,1
qazidir!,1
"ayrılmışam,",1
Varlığımla,1
bağlanmışam,1
"kölgənəm,",1
Kölgəndə,1
dərdi-qəm,1
qaçır.,1
Fərağında,1
"yaxalar,",1
Hüzurunda,1
əzablarım,1
Adınla,1
şadiman,1
hicransız,1
Sümüyü,1
ayırmaq,1
odum,1
"yandırmışdır,",1
bürümüşdür.,1
almaza,1
"qalxsa,",1
əlüstü,1
bitməz,1
qalmamışdı,1
"kölgəsidir,",1
"ismətli,",1
"Əzəliyyət,",1
şövkətli.,1
Sultanlığa,1
"layiqsən,",1
Sözlərimdə,1
zamanda.,1
Ağacımdan,1
dərir,1
"şairlər,",1
Kitabımdan,1
sahirlər.,1
tanıdır,1
Cavahirlər,1
"Nəzmdə,",1
nəsrdə,1
"ustadam,",1
Süfrəm,1
qəhətlik,1
"ilində,",1
"görsələr,",1
barmaqlarını,1
öyrənmək,1
"istəyənlər,",1
sözlərimdən,1
öyrənər.,1
Vəhdətim,1
Üzlətim,1
əzizliyi,1
verərkən,1
xanümanı,1
Papaq,1
kəssən;,1
"sevinərəm,",1
qəmlənərəm,1
dansa,1
incimərəm.,1
Gözlər,1
"görməlidir,",1
"verməlidir,",1
"şan,",1
"sorar,",1
banlar.,1
hərzələrdən,1
"çəkinər,",1
Şiri-nər,1
tülküləri,1
saya,1
Dəvəquşu,1
"dəvədir,",1
"ələyir,",1
törədir.,1
gücənib,1
"yazar,",1
Oxuyanda,1
qafiyəsi,1
İbarəsi,1
Mənaları,1
qışın,1
yaramazlara,1
"gülürəm,",1
varlıqda,1
hara?!,1
"çaparlar,",1
heyran-heyran,1
baxaram.,1
cuhudları,1
sakitləşdirər.,1
ismətinə,1
günlükdə,1
"Təki,",1
toxunmasan,1
başçısıdır,1
Şərəfiylə,1
tapır.,1
Həşməti,1
Dərrakəsi,1
"eyləyir,",1
Biliyiylə,1
sirri-mubhəmi,1
məzacı,1
"xeyirxahdır,",1
ellərə,1
Küll-nəfsin,1
"olduğundan,",1
Əllərindir,1
səxavətin,1
"məxzəni,",1
evidir.,1
Nəzərlərdən,1
"əyandır,",1
kəramətin,1
həyandır.,1
İslamiyyət,1
qələsinə,1
Qələmindir,1
mötəbər,1
Düşməninə,1
Odda,1
"nizə,",1
"""Ütarid",1
"mədhi,",1
"bəyan.""",1
Çörəkçin,1
qəsdilə.,1
təbimdə,1
nərdivanda,1
filləri?,1
Təmənnasız,1
yalvarış,1
yaltaq,1
qətrədə,1
mühiti,1
baxışla,1
şoranlıq,1
Kiçikləri,1
bəxtiyar,1
Qarışqanın,1
çibinə,1
Çobanı,1
nəbi,1
Görünmüşmü,1
peyğəmbər?,1
canlılara,1
yazsa.,1
atəşpərəst,1
"kafirə,",1
göndərə.,1
"açdırar,",1
xislət,1
"kərəmdəndir,",1
azmışa,1
göstərən!,1
gəzsin.,1
Seyrəngahın,1
iqlimləri,1
məqamın,1
Baxtın,1
1.,1
Tapdın,1
təbin,1
dəryasından,1
Tilsimini,1
müyəssər.,1
Heyrətdəyəm,1
ilhamın,1
zərlerini,1
"atarkən,",1
beşinlə,1
füsunkər?!,1
2.,1
sarayı,1
coşğun,1
olanlar.,1
"çörəyə,",1
"sərvət,",1
"mənsəb,",1
3.,1
xidmətindən,1
qurtarasan,1
damğasından.,1
Bağrın,1
kirli,1
sutək,1
tullanarsan.,1
"Yaxınlaşıb,",1
"uzaqlaşsan,",1
incəlib,1
Bənatüniəş,1
"müddətində,",1
yüksəlib,1
"alçalarsan,",1
ve,1
4.,1
Kimse,1
Yaraşmır,1
"saraya,",1
xaqana.,1
"daşımaqçün,",1
olmamışdır,1
Süleymana.,1
zindana.,1
"ağacındakı,",1
Şaxədən,1
dərib,1
"yağlı,",1
"loğması,",1
əməyə,1
"almaq,",1
mədhiyyə,1
vəziri,1
"yenidir,",1
vəziriylə,1
vəzirinə,1
Aqil,1
sozü,1
göhnə,1
"vəzirdən,",1
Ədalətlə,1
yadigar.,1
7.,1
Var-dövlət,1
etmədim.,1
"""gərək",1
"deyildir""",1
9.,1
ayrılanda,1
"Şirvandan,",1
Təəssüf,1
Yanıb,1
Arazla,1
"uzlaşdım,",1
Araz,1
Coşdu,1
"könültək,",1
çalxandı.,1
10.,1
dəbirim,1
Məqamın,1
"Dəbirəm,",1
"doğrudur,",1
yazım,1
"misilsiz,",1
zinhar.,1
dəbir,1
Vəzirlik,1
mənimçün,1
iftixar.,1
Borc,1
qoymaqda,1
11.,1
Soruşdun,1
ürəyində,1
şahlara?,1
sultanlara,1
qoymadısa,1
verməsəydi,1
"icazə,",1
başqalardan,1
qoyaydı,1
Xorasanda,1
alimlərin,1
oradakı,1
"əmirlərlə,",1
12.,1
"xəzinəsisən,",1
cahillər,1
qazanır,1
hörmət?,1
Arslana,1
"rütbəsi,",1
pələngə,1
xələt?,1
Balığın,1
gümüşlə,1
13.,1
Hicrətin,1
ili,1
dövri-kəmal,1
dövri-məhal.,1
Xaqanitək,1
Doğmamış,1
dövri-kəmal.,1
14.,1
fərasətimlə.,1
"mərdi,",1
məhək,1
Tanıtdım,1
qüdrətimlə.,1
Nakəsdən,1
sədaqətimlə.,1
hümmətimlə.,1
15.,1
"qızıldır,",1
Düşərək,1
birdən.,1
Tapmaq,1
"qızılı,",1
Torpağı,1
yuyuram,1
16.,1
dərdlidir,1
arvada,1
"sonrakı,",1
dəyəni,1
17.,1
Kərimləri,1
etməyim?,1
Xəsisləri,1
sevməmişəm,1
ikicə,1
Axtar,1
"gülzarını,",1
tikan.,1
18.,1
Xaqanidən,1
"oturdunsa,",1
"hünərdir,",1
ar.,1
"birləşərsə,",1
Aşağıda,1
"yerləşər,",1
yuxarıya,1
"Görmədinmi,",1
döyüm,1
dənler,1
19.,1
əymə,1
doğuldun,1
açdım,1
qocalar,1
duasıyla,1
Əmim,1
kəmala,1
"yetdim,",1
Öyrətdi,1
fən.,1
Öləndə,1
"desinlər,",1
Əfzəli,1
20.,1
Axtarsan,1
İflasa,1
uğramış,1
"evində,",1
Kimiya,1
iksiri,1
21.,1
"kül,",1
üzərindən,1
əminlə,1
"tanınmısan,",1
aralığa,1
çıxardaraq,1
22.,1
Dosta,1
"niyyətim,",1
sirdaş.,1
Dostum,1
pisliyim,1
kaş!,1
23.,1
ucalar.,1
Doğmuşsa,1
Sındırır,1
ruzigar.,1
Şüşə,1
yaransa,1
"parçasından,",1
şüşəni,1
parçalar.,1
24.,1
paybənd,1
Canan!,1
Çatılar,1
"xudaya,",1
"şəksiz,",1
25.,1
Saxtakarlar,1
